text,label
# Tetyeuthuong chuc BIDV thanh cong va sk doi dao,0
"#Tetyeuthuong Chúc tết an lành . Chúc toàn thể các cán bộ, anh chị em BIDV có một cái tết sum vầy, đầm ấm bên gia đình thân yêu, gặp nhiều may mắn trong năm mới.😚",0
"# Tetyeuthuong Chúc toàn thể cán bộ,anh chị em BIDV có một cái tết sum vầy,đầm ấm bên gia đình cùng người thân, gặp nhiều may mắn trong năm mới. Hi vọng sớm được trở thành một mảnh ghép của BIDV",0
Chuc BIDV ngay cang phat đat.,0
Chúc tất ca nhung j tốt dẹp va man man toi CBCNV BIDV,0
chúc Bidv một năm mới phát tài nhé trúng thì alô số này hem :-) 01642925171,0
"# Tetyeuthuong Chúc toàn thể cán bộ,anh chị em BIDV có một cái tết sum vầy,đầm ấm bên gia đình cùng người thân, gặp nhiều may mắn trong năm mới. Hi vọng sớm được trở thành một mảnh ghép của BIDV",0
# Tetyeuthuong năm mới đến chúc BIDV gặt hái thêm nhiều thành công,0
"# Tetyeuthuong năm mới kính chúc tập thể cán bộ, công nhân viên chức BIDV dồi dào sức khỏe, hạnh phúc. Chúc BiDV bước sang tuổi mới ngày càng vững vàng và phát triển",0
"# Tetyeuthuong Năm mới xin chúc tất cả cán bộ, anh chị em BIDV sức khỏe dồi dào, gia đình hạnh phúc làm ăn ngày càng tăng tiến và luôn luôn gặp may mắn trong công việc cũng như cuộc sống của mình ak",0
"#Tetyeuthuong Chúc BIDV và tất cả quý vị khách hàng một năm mới an khang thịnh vượng, đầm ấm sum vầy🌸🌸🌸",0
Chúc BIDV có một cái # Tetyeuthuong,0
# BIDV # Tetyeuthuong # Liximayman chúc gia dinh bidv 1 nam NHƯ Ý,0
# Tetyeuthuong chúc BIDV cùng tất cả mọi người năm mới an khang thịnh vượng. Tiền vô như nước.,0
"# Tetyeuthuong chúc mọi người  năm mới an lành, hạnh phúc, Chúc BIDV thành công và phát triển hơn nữa.",0
"# Tetyeuthuong , chúc BIDV  cùng toàn thể cán bộ đag làm việc tại BIDV 1 năm mới nhìu sức khỏe, thành công , chúc BIDV ngày càng phát triển hơn nữa.",0
"# Tetyeuthuong Chúc toàn thể cán bộ,anh chị em BIDV có một cái tết sum vầy,đầm ấm bên gia đình cùng người thân, gặp nhiều may mắn trong năm mới. Hi vọng sớm được trở thành một mảnh ghép của BIDV",0
"# Tetyeuthuong Năm mới chúc đại gia đình BIDV nhiều may mắn,ngày càng phát triển .",0
"# Tetyeuthuong Chúc toàn thể cán bộ, anh chị em BIDV nói riêng và tất cả mọi người trên mọi miền tổ quốc nói chung có một cái Tết sum vầy, đầm ấm bên gia đình và người thân, gặt hái nhiều thành công trong năm mới",0
# Tetyeuthuong chúc đại gia đình BIDV mạnh mẽ và thành công,0
"# Tetyeuthuong Năm mới xin chúc tất cả cán bộ, anh chị em BIDV sức khỏe dồi dào, gia đình hạnh phúc làm ăn ngày càng tăng tiến và luôn luôn gặp may mắn trong công việc cũng như cuộc sống của mình",0
# TetYeuThuong Chúc BIDV sang năm mới luôn thành công và là Ngân Hàng tốt nhất Việt Nam nhé !,0
"# Tetyeuthuong Năm mới nhà Cháu xin chúc toàn thể các Bác, các Cô, các Chú, Anh, Chị , Em trong ngân hàng BIDV một năm mới mạnh khỏe, an khang thịnh vượng. Ngân hàng ngày càng phát triển được nhiều người tin yêu ạ !",0
"# Tetyeuthuong Chúc toàn thể cán bộ,anh chị em BIDV có một cái tết sum vầy,đầm ấm bên gia đình cùng người thân, gặp nhiều may mắn trong năm mới.",0
"# Tetyeuthuong Chúc BIDV năm mới thắng lợi mới, đạt nhiều thành công trong công việc kinh doanh",0
"Kính chúc gia đình bidv năm mới mành khỏe,thành công rực rỡ",0
# Tetyeuthuong chúc BIDV ngày càng phát triển nhé. Chúc rồi đó lì xì cho em đi.,0
"# Tetyeuthuong Chúc toàn thể cán bộ, anh chị em BIDV nói riêng và tất cả mọi người trên mọi miền tổ quốc nói chung có một cái Tết sum vầy, đầm ấm bên gia đình và người thân, gặt hái nhiều thành công trong năm mới",0
# tetyeuthuong chúc BIDV năm mới nhiều thắng lợi mới,0
"# Tetyeuthuong chúc BIDV năm mới an khang thịnh vượng, phát tài phát lộc, đoàn kết, yêu thương, hạnh phúc, ngày càng phát triển vững mạnh",0
"# Tetyeuthuong . CHÚC MỪNG NĂM MỚI!!! Nhân dịp xuân ĐINH DÂU.Xin kính chúc BIDV cùng toàn thể ace bạn bè có một năm mới an khang thịnh vượng , phát tài phát lộc, hạnh phúc xum vầy và thành công.",0
# Tetyeuthuong . Nam moi kinh chuc anh chi em BIDV van su nhu y.phat tai suot nam.,0
"# Tetyeuthuong chúc # BIDV năm mới thành công, ngày càng có nhiều khách hàng hơn, phát triển vững mạnh là 1 trong những ngân hàng lớn và uy tín nhất ở Việt Nam. # Liximayman # Uudai",0
# Tetyeuthuong . Chúc BIDV ngày càng phát triển phồn thịnh.,0
# Tetyeuthuong chúc BIDV ngày càng lớn mạnh!,0
# Tetyeuthuong Chúc BIDV một năm mới phát triển và thịnh vượng và ngày càng thành công,0
# tetyeuthuong Chúc BIDV một năm mới thành đạt.,0
"# tetyeuthuong chúc BIDV ngày càng phát triển hơn nữa, đến với mọi vùng miền trên tổ quốc... Chúc mừng năm mới",0
"# tetyeuthuong chúc BIDV ngày càng thành công, lớn mạnh và được nhiều khách hàng yêu mến tin tưởng sử dụng :)) # tindungBIDV # yeumenBIDV",0
"# Tetyeuthuong Chúc BIDV - Ngân hàng TMCP Đầu Tư & Phát Triển Việt Nam ngày càng phát triển vững mạnh, năm mới an khang, phát tài, phát lộc",0
"# Tetyeuthuong Chúc toàn thể cán bộ,anh chị em BIDV có một cái tết sum vầy,đầm ấm bên gia đình cùng người thân, gặp nhiều may mắn trong năm mới. Hi vọng sớm được trở thành một mảnh ghép của BIDV",0
Khùng,0
"# Tetyeuthuong chúc năm mới an lành, hạnh phúc, BIDV ngày càng vững mạnh",0
"#Tetyeuthuong Chúc tết an lành . Chúc toàn thể các cán bộ, anh chị em BIDV có một cái tết sum vầy, đầm ấm bên gia đình thân yêu, gặp nhiều may mắn trong năm mới.😚",0
# tetyeuthuong . Chúc BIDV thành công,0
# Tetyeuthuong . Chúc BDIV ngày càng phát triển,0
# Tetyeuthuong chúc BIDV có 1 năm mới an khang thịnh vượng,0
# Tetyeuthuong Chúc BIDV ngày càng phát triển thành công hơn nữa,0
# Tetyeuthuong Chúc mừng năm mới BIDV.,0
"# Tetyeuthuong Chúc toàn thể cán bộ, anh chị em BIDV nói riêng và tất cả mọi người trên mọi miền tổ quốc nói chung có một cái Tết sum vầy, đầm ấm bên gia đình và người thân, gặt hái nhiều thành công trong năm mới",0
# tetyeuthuong chúc BIDV luôn thành công,0
"# Tetyeuthuong chúc đại gia đình BIDV một năm sung túc,  phát tài nhiều lộc",0
Chúc Bidv có 1 năm mới an khang thịnh vượng phát tài phát lộc và hạnh phúc và thành công cuộc sống mới,0
"#Tetyeuthuong cùng BIDV phồn vinh, thịnh vượng, an toàn và phủ khắp tỉnh thành. Chúc BIDV phát triển hơn nữa. BIDV niềm tin của mọi nhà. Quang Anh Nguyễn Nam Phong Nguyễn Mobi Lê Sang",0
# Tetyeuthuong chúc BIDV thành công và thịnh vượng. Tú Hiền Lê Thu Hiền,0
"# Tetyeuthuong Năm mới xin chúc tất cả cán bộ, anh chị em BIDV sức khỏe dồi dào, gia đình hạnh phúc làm ăn ngày càng tăng tiến và luôn luôn gặp may mắn trong công việc cũng như cuộc sống.",0
"# Tetyeuthuong Thuong chuc den tap the ACE BIDV nam moi den duoc them tai, them loc, them binh an nghen!",0
# Tetyeuthuong chúc - Ngân hàng TMCP Đầu Tư & Phát Triển Việt Nam năm mới phát đạt,0
"# TếtYêuThương kính chúc toàn thể  Đại gia đình BIDV 1 năm mới an khang thinh vượng, BIDV ngày càng phát triển và là niềm tin cho người việt.(e củng la kh cua BIDV)",0
"# Tetyeuthuong Chúc BIDV năm mới phát tài phát lộc , vạn sự như ý và là 1 ngân hàng mạnh mẽ đầy uy tín.",0
# tetyeuthuong chúc Bidv phát triển vươn xa,0
"# Tetyeuthuong chúc BIDV một năm mới an khang thịnh vượng, tấn tài tấn lộc.",0
"# tetyeuthuong chúc bidv làm ăn phát đạt, dang xài Internet banking của bidv dịch vụ rất tốt",0
# tetyeuthuong 2017. Chúc BIDV năm mới an khang thịnh vượng .vạn sự như ý,0
# tetyeuthuong . Chúc cho BIDV năm mới lộc phát,0
# Tetyeuthuong chúc BIDV cùng toàn thể ace bạn bè có một năm mới an khang thịnh vượng phát tài phát lộc và hạnh phúc và thành công trong cuộc sống,0
"#Tetyeuthuong Cứ mỗi độ xuân về,hoa mai,hoa đào nở rộ, những tất bận lo toan của cuộc sống dường như được quên đi và thay vào đó là những phút giây ấm áp hạnh phúc của mỗi người bên bạn bè người thân. Cùng với đó là những lời chúc, ý thơ dành tặng nhau mỗi dịp xuân về.Chắc hẳn ai ai cũng cảm nhận được sự ấm cúng của đêm 30 cả gia đình quây quần bên nhau chờ tiếng chuông đồng hô ngân vang báo thời khắc giao thừa, chia tay năm cũ đến với một năm mới với nhiều dự định mới, thành công mới trong cuộc sống. Nhà mình gần ngân hàng BIDV - Ngân hàng TMCP Đầu Tư & Phát Triển Việt Nam chúc toàn thể anh chị em nhân viên ngân hàng một năm thành công,may mắn và HP, chúc ngân hàng ngày một phát triển vững mạnh",0
"# Tetyeuthuong Chúc toàn thể cán bộ,anh chị em BIDV có một cái tết sum vầy,đầm ấm bên gia đình cùng người thân, gặp nhiều may mắn trong năm mới. Hi vọng sớm được trở thành một mảnh ghép của BIDV",0
"# Tetyeuthuong chúc BIDV ngày càng phát triển, thành công và một năm mới an lành, hạnh phúc. Luôn đồng hành cùng BIDV!",0
"# Tetyeuthuong Kính chúc tập thể các anh chi em BIDV  và tất cả mọi người năm mới An Khang Thịnh Vượng, Vạn Sự Như Ý, Phát tài phát lộc",0
# Tetyeuthuong Chuc toàn thể cán bộ nhân viên BIDV năm mới sức khoẻ lam ăn phát đạt,0
# Tetyeuthuong Chúc BIDV ngày càng phát triển và thành công,0
"# Tetyeuthương Chúc toàn thể cán bộ,anh chị em BIDV  sức khỏe dồi dào,gia đình hạnh phúc,làm ăn gặp nhiều may mắn,gạt hái được nhiều thành công.",0
"# Tetyeuthuong , chúc BIDV cung toàn thể mọi người có một năm mới an khang, phát đạt và hạnh phúc sum vầy",0
# Tetyeuthuong chúc BIDV năm mới tấn tài tấn lộc,0
#Tetyeuthuong Cung chúc BIDV một năm mới phát triển thịnh vượng an khang Công Tử Quân Chan Que Đức Quý Lê,0
"# Tetyeuthuong Chúc toàn thể cán bộ,anh chị em BIDV có một cái tết sum vầy,đầm ấm bên gia đình cùng người thân, gặp nhiều may mắn trong năm mới.",0
"# Tetyeuthuong chúc tất cả các anh chị công tác tại Bidv năm mới 2017 dồi dào sức khỏe, thành đạt",0
"#Tetyeuthuong, chúc BIDV cùng toàn thể mọi người có một năm mới an khang,thịnh vượng, vui vẻ, ấm cúng. :-) :-) :-) Chúc BIDV sinh nhật 60 tuổi phát tài- phát lộc.",0
"# Tetyeuthuong Chúc BIDV năm mới thắng lợi mới, chúc cả nhà thật nhiều niềm vui và vạn sự như ý.",0
# Tetyeuthuong chúc năm mới an khang thịnh vượng BIDV ngày càng phát triển. Phát đạt.,0
"#Tetyeuthuong Chúc toàn thể cán bộ,anh chị em BIDV có một cái tết sum vầy,đầm ấm bên gia đình cùng người thân, gặp nhiều may  mắn trong năm mới. Tôi là người chiến thắng.😁😁😁😁",0
# tetyeuthuong Chúc BIDV sẽ trở thành ngân hàng của mọi nhà =)),0
"# Tetyeuthuong chuc BIDV - Ngân hàng TMCP Đầu Tư & Phát Triển Việt Nam cùng mọi người năm mới an khang thịnh vượng, phát tài, phát lộc, nhiều may mắn !!!",0
hệ thống internet banking quá tệ. mỗi lần chuyển khoản phải thực hiện 3-4 lần là ít.,0
Cả 2 đều đẳng cấp....!,0
Thank BIDV!,0
ra rút có 100 triệu đồng .nhân viên trả lòi ko . sao ko báo trước . đứng bên nghe mà nản toàn tập .,0
Chính sách ngu dân là đây.,0
Ngân hàng này vay khó khăn lắm...,0
Gởi vàng...sao adm kém thế cũng làm dc ak adm,0
Ngân hàng phục vụ tồi nhất Việt Nam,0
Ưu đãi gì chỉ tổ béo ngân hàng,0
"Thật tuyệt vời, Bidv !",0
Eo tin,0
Mình rất thích dùng E~Banking BIDV tiện lợi lắm,0
Dich vu gi vay troi .khi nao cung bao tri nhu vay a troi oi la troi .dat oi la dat,0
Toàn cho tiền 50k vào máy. 10 lần rút thì 8 lần máy chỉ có tiền 50-100k. 1 lần 35 tờ. Rút có 5-6tr cũng phải mấy lần rút mới xong. Mỗi lần vội rút bực cả mình,0
"Trinh Tien 9 xác, lần nào rút cũng bực cả mình, đứng rút 2,3 lần thì ngừoi sau vừa chờ cả đống vừa nhìn mình như thú hoang.trong khi Vietcombank trước sài rút phạch cái là 10tr, hận công ty bắt sài BiDV dễ sợ, đang kiến nghị thay đổi ( mình ở BiDV Vũng Tàu), có 1000 đồng mà cũng ráng kiếm cách thu lợi nữa, hay thiệt, bái phục.",0
"Dạ em cảm ơn, Em troll ad thôi mà, chứ dùng hồi giờ rồi. Dịch vụ cực kì tốt",1
Đồng hành cùng BIDV thích nhỉ. Nhiều quà tặng hấp dẫn,0
"Ngày trước có cái BIDV ở đường Hồ Tùng Mậu nhân viên vô cùng hách dịch đối với sinh viên.bây giờ nhìn kiểu chương trình khuyến mại cho SV là mình thấy ko ưa chút nào, chả hiểu trường mình sao lại chon BIDV để liên kết cơ chứ",0
Ngan hang j ma moi thang da tru cua nguoi ta hét 8800d roi ma lai tru hai lan một ngay tuc la một thang minh mát 17600d. An thi cung vua thoi chu may ngan hang khác đau co tru tiền thang nhu vay dau,0
"BIDV - Ngân hàng TMCP Đầu Tư & Phát Triển Việt Nam Mình đang tham gia cái này. Cực thích chỉ cần gửi từ 100k / lần. nên xem như heo đất vậy, mà heo đất ko có lãi, còn Tích lãi bảo an thì có lãi, lại đc tặng bảo hiểm tiền gửi bằng giá trị tài khoản gửi. Cho nên iu BIDV mất rồi! :P",0
Bidv chuyển tiền chậm quá. Chiều mình gửi Viettinbank để chuyển vào thẻ BIDV mà một buổi không thấy tiền đâu. Số tiền thì lớn. Đang có chuyện cực gấp mà lề mề quá Bidv ơi,0
10 trieu thi mien di,0
Chương trình hấp dẫn quá!,0
Quảng cáo cho lắm. Đăng ký online chẳng thấy ma nào gọi. Ra tận ngân hàng làm luôn cho nhanh. Bữa có trục trặc về thẻ. Điện thoại ra trung tâm thẻ cho nghe nhạc chờ ru ngủ một giấc rồi hết thời gian chờ tự động tắt máy. Cả chục cuộc gọi như thế.,0
Có cái đb đm lừa đảo,0
"Ứng dụng BIDV trên ios bị văng ra liên tục, cứ mở lên là văng ra, không làm gì được.",0
Luc nao dang ki ngay thang. Nam sinh cung sai,0
"Chua thay dau nhu bidv vao nop tien phai kê ra tug tờ,tug mệnh gía. Coi lại huog phục vụ",0
"Ebanking của BIDV mình thấy thật chán, xem sao kê đc có mấy tháng còn ko truy xuất file đc còn giao diện kém....",0
Ngon nhỉ. Vietinbank chưa có cái này,0
Phí quá cao.,0
Bản hướng dẫn đăng ký kute phô mai que nhất dải ngân hà lunnn. Tiêu chuẩn chất lượng 5 <3 <3 <3 <3 <3,0
Cứ bắt mình ra ngân hàng mới được cấp lại .. Phiền phức,0
"Làm ăn như shit. Đăng ký mấy lần ko được. Ra ngân hàng đăng ký thì bảo tài khoản lỗi, nhắc 4,5 lần khắc phục mà cũng chả thấy phản hồi. Nếu ko phải bên cty trả lương bằng BiDV thì chắc vứt mịa nó thẻ đi rầu.",0
Tôi thất vọng cách BIDV phục vụ khách hàng!,0
cám ơn b. mình vừa thử dc rồi. hay quá,0
Tuyệt vời {|thông tin rất hữu ích |rất hứng thú|,0
"Hịn quá, quá hịn luôn. 👍👍👍",0
Lừa dao,0
"Giao diện web xấu, thao tác phức tạp, chậm chạp, app BIDV online lỗi",0
"Bao giờ quý NH mới cải thiện hệ thống CNTT, phần mềm để phục vụ tốt  hơn vậy, ứng dụng BIDV Online trên Android lỗi đầy, người dùng phản ánh cả năm chưa thấy sửa, cập nhật? Các NH khác như VCB, Tech, Sacom...hiện làm rất tốt",0
Ngoc Pham t thik kiểu này này. Rất là updated và thân thiện,1
Thật là tiện ích!,0
Đơn giản và tiện lợi quá rồi,0
tai sao dich vu smart bidv.buoi toi luc nao cung bao tri la sao vay troi oi .la ong troi,0
"Đã từng xem và thực sự worth seeing, giá vé cũng khá hơp lý, thêm 10% ưu đãi từ BIDV thì quá ngon rồi ;)",0
Trừ lắm thế,0
"Vấn đề bảo mật thẻ chưa giải quyết thỏa đáng cho khách hàng rồi hứa hẹn sẽ bàn giao cho công an điều tra cũng như gởi văn bản cho tôi đến nay là 15 ngày kể từ ngày tôi nhận thông tin từ ngân hàng,  và gần 2 tháng từ ngày tôi mất tiền,  vẫn phản hồi một cách rất mập mờ",0
Đ.ki onl rồi mà chẳng thấy ai tl dì cả. :/,0
Phí hàng tháng đắt quá 8800/1thang,0
Minh muog vay ma thay ngan hag co ve tho o qua,0
mở thẻ thì ưu đãi. luc sau thi luộc kh bang phí và lệ phí,0
Dạ.em cảm ơn.,1
Cam on nhe,1
Cơ hội thật sự hấp dẫn cho các doanh nghiệp mới bắt đầu khởi nghiệp,1
cám ơn b bna,1
Cam ơn a,1
vâng e cảm ơn,1
Cảm ơn bidv đã không ngừng tạo điều kiện cho những bạn trẻ như tôi có thể khởi nghiệp,0
Cảm ơn BIDV mình có nhu cầu vay hỗ trợ kinh doanh từ 50.000000- 80.000000,0
BIDV rất xứng đáng:),0
Đầu buồi tao,0
Ngoi nha tuyet voi,0
Tiện lợi dịch vụ Bidv mọi nơi mọi lúc,0
Hnay e đi hỏi có chương trình lm nhà mua đất 2016 ko..ngân hàng trả lời chỉ cho vay tiêu dùng thôi..e vay 120 tr phải giả trong 3 năm lãi suất 12% / năm..treo đầu dê bán thịt chó rùi...,0
quá đã nè,0
Dạ em xin chân thành cảm ơn ad.,1
Nói thì dễ vậy nhưng vay đc tiền của ngân hàng thật khó. Người ta có sổ đỏ thế chấp ko cho vay lại cứ bắt vay bằng sổ lương cơ . Haz,0
Thanks bạn nhé,1
Cam on ban.,1
Nói hay làm như ccc,0
Cam on b,1
Cảm ơn anh nhiều nha.,1
"Nói cho hay , có tiếp cận được đâu",0
"Cái này ảo, chung qui ko co tai san the chap ko dc",0
Ngan hang tot nhat. Xin cam on,0
cam on ad nhe,1
Cam ơn bạn nha.,1
Ok cam on ban nhe,1
Hấp dẫn nhỉ,0
Keu chuyen tien may phut dkm may tieng da toi sdeeo dau,0
Em sử dụng tối qua rồi ad ạ em cảm ơn sự nhiệt tình ạ,1
Cam on adm,1
Đã đăng kí mấy lần như ko có ai gọi dt hay mail...lên ngân hàng thì bảo ko có thông tin...quá tệ BIDV ah,0
"Tôi đăng ký đã ba bốn hôm Nay mà nhân viên không thèm xác nhận quá thất vọng cách làm việc của các bạn, tôi đăng ký từ hôm 28 đến giờ k xác nhận để tôi còn có việc vậy mong bidv xử lý nhah",0
Chẳng dễ một chút nào cả ... Vk chồng E làm công nhân   cũng muốn vay làm nhà mà đến hỏi  thì này nọ...đoi hỏi phải là từ trưởng phòng trở lên mới vay đc...Ko thì phải có thế chấp sổ đỏ hoặc kính doanh ji đó mới vay đc...nói  chúng khó  lắm...,0
Thanks,1
Chỉ thích BIDV nhân viên tận tình chu đáo mỗi khi đi giao dịch. Nhanh gọn nhẹ,0
Thanks,1
"Tớ ko thích là lúc tớ gửi BIDV Quang Trung thì tiền 500k mới đẹp. Nhưng lúc tớ cần thanh toán tiền mặt thì hỡi ơi ra rút tiền nhìn mà bực. Toàn 100k, 200k. Vừa cũ vừa bẩn mà lại cục lớn cục bé cồng kềnh. Có phải lúc nào cũng đi ô tô đâu. Và có phải lúc nào cũng đi với vai doanh nghiệp đâu. Đi cá nhân mà. Các bác thử xem 300 triệu với loại tiền ấy thì thế nào. Nói rơi răng với nhân viên mà hổng được. Mà bị vài lần thế rồi. Chỉ duy nhất có 1 lần tớ rút được 500k là do đi cùng 1 chị có người quen trong NH. Tớ tự hứa lần sau đến kỳ tớ rút gửi nơi khác cho đỡ tức. Lãi như nhau. Dịch vụ tương đồng nhưng ở Viettinbank họ đáp ứng và tiền chẵn 500k. Nhiều khi xếp theo seri luôn.",0
BIDv luôn rõ ràng mọi khoản nè,0
thích cách làm việc của BIDV,1
có quà tặng tuwfMU là tuyệt vời nhất,0
"ad nào làm cái video này hơi tệ, sub mà làm màu trắng ko viền, làm người xem khó đọc, nên ko cảm dc hết nội dung",0
Ý nghĩa quá,0
Tôi rất thất vọng vì việc BIDV không gửi mã dự đoán về email cho khách hàng!,0
Mình thấy cách thức tham gia giải vẫn hơi rắc rối. Nếu đơn giản và thân thiện hơn thì tốt,0
Toan noi doi nhau thoi lay dc xe ve thi chac ko co dau bidv,0
Ko minh muon vay lam nha nhung bidv ko co chi nhanh cho minh muốn vay để có ngoi nhà chắc chắn nhung khó qua bidv,0
Ngon,0
Cũng tính chuyển sang dùng BIDV nhưng hôm rồi bị nhân viên of ngân hàng này coi mình chẳng khác j con điên nên đâm ra ghét. Nghĩ mà cay.,0
"Mình đang dùng thẻ of vietcombank rút tiền tài cây ATM  của BIDV  nhưng bị nuốt luôn, trong khi chưa thực hiện giao dịch nào. Mình đứng đợi khá lâu cũng ko thấy thẻ ra nên 2 hôm sau đã xin nghỉ làm 1 hôm để ra ngân hàng BIDV  lấy thẻ. Nhưng các bạn bảo ko thấy thẻ of mình, các bạn đó cứ hỏi đi hỏi lại có đúng bị ở cây ATM đó ko. Mình cung cấp cả ngày giờ, có cả người đi cùng mình hôm đó. Cuối cùng các bạn bảo ko thấy, tốt nhất là đi làm lại cái khác chứ chẳng kẹt ở đâu cả. Các bạn nói rất gay gắt kiểu như mình đang ra ăn vạ các bạn ấy vậy. Địa phương mình ko có chi nhánh vietcombank, mình có ý định gửi tiền tiết kiệm sang BIDV để tiện đi lại nhưng như thế này thì mình thấy ko hài lòng về cách ứng xử với khách hàng.",0
"Mình đã đi làm lại thẻ nhưng nếu các bạn kiểm tra kĩ giúp mình và trả lời đừng thái độ như thế có lẽ tốt hơn. Mình đi cả trăm cây số chỉ để làm lại thẻ rồi sau 1 tuần lại đi lấy. Bất tiện trong việc đi lại vì mình đang mang thai những tháng cuối. Nếu k ể cả ko thấy vì lí do nào đó nhưng trả lời làm sao để dễ nghe 1 chút thì mình đỡ ấm ức. Đằng này các bạn bảo, chị nên đi lm cái khác, đừng có đợi bọn em tìm vì ko thấy thẻ chị đâu. Thấy thì cũng thấy rồi, ko thấy trong máy nghĩa là ko có. Vậy mình cũng ko biết cái thẻ mình đi đâu về đâu.",0
Mua bao hiểm bidv ca Nen tranh nha khi bán được bao hiểm roi sau giam dinh đền bù đua ra tro che tai,0
BIDV - Ngân hàng TMCP Đầu Tư & Phát Triển Việt Nam  toi mua bảo hiểm oto den luc dền bù nhân viên giám định no làm lắm trò lắm. Tôi đã điện thoại trực tiếp tới tổng đài đó rồi gặp trực tiếp nhân viên nó bảo hỏi o bọn giám định o bic nghệ an. Bọn bic chi nhánh ở nghệ an mất dãy lăm,0
Sao mình nạp thẻ điện thoại qua top pay liên kết với bidv từ ngày 3 đến 12 tháng 6 khuyến mãi 1 code game mà tới giờ vẫn k thấy là sao. Ngân hàng lớn vậy mà tính lừa đảo ak,0
Ôi vô lý Mình đăng ký rồi là k dc tặng mã thẻ ư K tốt Chăm sóc khách hàng k tốt,0
quá tuyệt,0
:) Bank giờ còn chiêu trò này nữa trên FB nữa à haiz dzay,0
Nói chunh giờ mấy ngân hàng này hết tin tưởng rồi mình vẫn còn thẻ của BIDV nhưng giờ bỏ luôn rồi ko gd nữa,0
Minh cung dang dung the BIDV nhung Thay k hai long lam.,0
Bạn nào mà đoán đúng thì hãy lien hệ Tom karaoke 116 Bùi thị xuân cũng có thưởng nhé. Chúc cho gia đình BIDV năm mới tấn tài tấn lộc www.tomkaraoke.com,0
"Lo đi chăm sóc khách hàng đi, bày đặt event này nọ. Admin đọc review xem cảm nhận của khách hàng về BIDV thế nào nhé! Toàn ăn cướp tiền của khách hàng về thưởng tết, thưởng quý, thưởng abc cho nhân viên.Fuck BIDV :)",0
"hôm qua gọi điện thoại đến hội sở BIDV, 1 cái nghiệp vụ cơ bản còn ngớ người ra không biết, yêu cầu gọi sang tổng đài chăm sóc khách hàng. Cái nghiệp vụ đó vốn trực thuộc cái phòng được gọi mà họ còn không biết thì tổng đài chăm sóc khách hàng biết gì mà trả lời. Nhân viên nghiệp vụ kém như vầy còn bày đặt tổ chức event này nọ, trải nghiệm thế kia....Dự là sắp tới Anh Cố Vấn gì gì đó chắc sẽ phải đóng mục review trên fanpage này vì ""1 sao may mắn"" quá nhiều !",0
"Hic mình làm cái thẻ ghi nợ quốc tế cung chi tiêu nhiều mà mất phí cũng nhiều. Thường niên 88k xong đến duy trì tài khoản, duy trì tài khoản tt gì 6 tháng 1 lần thu nữa, trừ toàn lặt vặt. Cộng vô cũng khối khoản phí. Các bank khác tt vé may bay nội địa jetstar ko mất phí BIDV còn thu phí nữa. Xin lỗi chứ, ngân hàng nhiều nên cứ tận thu thì cũng sớm mất khách hàng.",0
"Trước rút ATM bị mất mất lít, chán cái ngân hàng này",0
"Bidv thu nhiều phí quá, Tk mở tại hn, gửi tiền vào tk ở đông anh cũng bị thu phí, rút tiền thu phí, dùng thẻ thu phí, tài khoản cũng bị thu phí thường niên, sms hay internet banking cũng lại phí. Làm thế này chắc mình cũng phải chuyển ngân hàng khác thôi",0
Muốn vay được thì phải có sổ đỏ !haiz,0
Cám ơn BIDV,0
Mình nhận đc dt r. Thanks BIDV,0
Cảm ơn cố vấn ạ :D .,0
"Woah, tuyệt vời!!!!",0
"nhân viên ở đay kg nhiệt tình  ,",0
"Mệt giựt gân đến gần điện giựt, làm sao mà vay được nhỉ.",0
Cứ đưa lên thấy lãi suất hấp dẫn nhưng khi đến chi nhánh lúc nào lãi suất cũng cao hơn chứ ko đc đến lượt mình.,0
Da tks ạ,1
Tại sao nộp tiền cho chính mình trong cùng TP HN mà lại mất phí 8k vậy BIDV? BIDV cải tiến lùi à? Tẩy chay BIDV vì nộp tiền cho mình mà lại mất phí nhé 😡😡😡,0
Tks ad nhiều. ...😃😃😃,1
Tks ad.,1
dạ cảm ơn a .,1
Cảm ơn bidv,0
Xin cảm ơn BIDV rất nhiều ạ!,0
Đang nghi lừa đảo chứ ko phải BIDV,0
"Mình cực kỳ thất vọng cung cách làm việc của BIDV, mình đã đăng ký tài khoản doanh nghiệp, vì giấy tờ còn vướng một số thứ nên chưa làm được internetbanking. Nên mình mới mang giấy tờ ra ngoài chi nhánh BIDV chi nhánh 445 Võ Văn Tần để xin sao kê tài k hoản về cho kế toán làm báo cáo thuế. Cái mặt chị nhân viên nhăn nhó giống như tôi làm phiền công việc của chị ấy không bằng. Chị bảo rằng anh làm ở chi nhánh nào thì nên  đến chi nhánh đó để in sao kê chứ ở chi nhánh này chị ấy không sao kê được. Ủa vậy BIDV cho tôi hỏi là bên mình có tổng cộng bao nhiêu ngân hàng con BIDV vậy, không lẽ tôi lập ở chi nhánh nào thì suốt đời tôi chỉ phải đến đó giao dịch mới được sao. Sao các người làm ăn nhiêu khê quá vậy. Nếu từ đầu biết thế tôi không bao giờ mở tài khoản tại BIDV.",0
Tháng nào cũng trừ tiền mà đổi sdt đến mấy tháng vẫn ko đổi cho. Hic. Nản,0
Vãi nồi mình đang dùng thẻ bidv tên mình mà chẳng nge nói j,0
